,1,10,106,11,114,115,12,13,14,15,16,2,3,4,5,6,7,8,9
3.0,14132,14499,14499,14499,14499,14499,13927,14713,14693,14499,14713,14540,14499,14480,14480,14676,14392,14156,14595
6.0,14294,14687,14687,14687,14687,14687,14087,15494,14966,14687,14899,14725,14687,14669,14669,14872,14569,14603,14778
9.0,14341,14860,14860,14860,14860,14860,14247,15671,15061,14860,15073,14897,14860,14841,15116,15060,14734,14772,14949
