,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
10.0/F低層A,10.0,低層,A,7213660,12310,586,371,4,NKC
27.0/F中層A,27.0,中層,A,7660778,13073,586,344,3,NKC
42.0/F高層A,42.0,高層,A,8089144,13804,586,401,3,NKC
10.0/F低層B,10.0,低層,B,5829232,11824,493,381,4,NKC
27.0/F中層B,27.0,中層,B,6057491,12287,493,375,3,NKC
42.0/F高層B,42.0,高層,B,6383364,12948,493,320,3,NKC
10.0/F低層C,10.0,低層,C,5924311,12851,461,377,4,NKC
27.0/F中層C,27.0,中層,C,5824274,12634,461,396,4,NKC
42.0/F高層C,42.0,高層,C,6488114,14074,461,377,3,NKC
10.0/F低層D,10.0,低層,D,6237792,12888,484,355,3,NKC
27.0/F中層D,27.0,中層,D,5522924,11411,484,352,4,NKC
42.0/F高層D,42.0,高層,D,5793480,11970,484,350,4,NKC
10.0/F低層E,10.0,低層,E,7932867,12261,647,357,4,NKC
27.0/F中層E,27.0,中層,E,7997567,12361,647,358,3,NKC
42.0/F高層E,42.0,高層,E,8473112,13096,647,393,3,NKC
10.0/F低層F,10.0,低層,F,6515190,13162,495,401,3,NKC
27.0/F中層F,27.0,中層,F,6479055,13089,495,377,3,NKC
42.0/F高層F,42.0,高層,F,6833475,13805,495,340,3,NKC
10.0/F低層G,10.0,低層,G,6161400,12600,489,377,4,NKC
27.0/F中層G,27.0,中層,G,6439641,13169,489,361,3,NKC
42.0/F高層G,42.0,高層,G,6149664,12576,489,340,3,NKC
10.0/F低層H,10.0,低層,H,6500766,13294,489,408,3,NKC
27.0/F中層H,27.0,中層,H,6560424,13416,489,382,3,NKC
42.0/F高層H,42.0,高層,H,6962382,14238,489,424,3,NKC
10.0/F低層J,10.0,低層,J,6438245,12749,505,367,4,NKC
27.0/F中層J,27.0,中層,J,6395320,12664,505,321,3,NKC
42.0/F高層J,42.0,高層,J,7063940,13988,505,329,3,NKC
10.0/F低層K,10.0,低層,K,8706884,12748,683,362,4,NKC
27.0/F中層K,27.0,中層,K,8727374,12778,683,367,3,NKC
42.0/F高層K,42.0,高層,K,8986231,13157,683,362,4,NKC
10.0/F低層L,10.0,低層,L,6330555,12789,495,340,4,NKC
27.0/F中層L,27.0,中層,L,6570135,13273,495,348,4,NKC
42.0/F高層L,42.0,高層,L,7127010,14398,495,364,4,NKC
