,10,12,13,14,15,3,4,8
2.0,6416,8042,7943,6543,6543,6387,6387,6461
3.0,8201,6521,7983,6575,6575,6418,6418,6493
4.0,6480,6553,8023,6608,6608,6450,6450,6526
