,1,10,11,12,13,14,15,16,3,4,5,6,7,8,9
8.0,9317,9310,9470,9801,9612,9109,9355,9090,9403,9316,9524,9355,10279,9826,9404
20.0,9633,9563,9625,9878,10106,9457,9576,9625,9638,9824,9398,9576,10507,10156,9893
33.0,9303,9998,9984,10240,10304,9856,9966,9793,10106,10047,9852,9924,10729,10441,9437
