,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,4,5,6,7,8,9
3.0,6671070,4749360,4732035,4687300,4326290,4829370,4975000,6162600,4539381,5772040,5772040,4796650,5419260,6692400,5327300,6562875,5772040,5791250,6774435,6774435,5777125,4915350,6321260,6774435,6077590,5234120,6684326,4975000,4908540,4598000
8.0,7008120,4893735,4874100,4827900,4403720,4947150,5124500,5953080,4606547,5944365,5944365,4941180,5521770,6960600,5611650,6416400,5944365,5452650,6977610,6977610,5855095,5063355,6455190,6977610,6262850,5382045,6885296,5124500,5054790,4738220
12.0,7171920,4968120,4994220,4947220,4512300,5036070,5248000,5152000,4505820,6087310,6087310,5060005,5669500,7116932,5278500,6571800,6087310,4787640,5713740,7145310,6094655,4811820,6606820,7145310,6413300,5501840,4289630,5248000,5172960,4857160
