,1,10,11,12,13,14,15,16,2,3,4,5,6,7,8,9
4.0,10378,9259,10428,10537,11004,11153,11022,10619,10656,10462,9308,10656,10631,10631,10864,10214
11.0,9642,10030,10776,11051,11436,11489,11371,10962,9475,10809,9638,9475,11028,11028,11269,11028
18.0,9319,10152,10412,11451,11788,11858,11861,11334,10375,10072,10115,10072,10146,10046,10291,10357
