,1,10,11,12,13,14,15,16,2,3,4,5,6,7,8,9
7.0,6856,6932,6973,7024,6998,7785,7587,7045,7440,6919,7026,7045,7573,7963,7045,6799
20.0,7144,7170,7368,7480,7597,7766,7766,7494,7593,7358,7458,7503,7772,8418,7494,7086
32.0,7341,7332,7439,7492,7422,7953,8094,7469,7527,7399,7473,7469,7967,8696,7469,7306
