,1,2,3,5,6,7,8,9
12.0,17244,16421,16390,16466,15021,17271,15899,16473
28.0,18642,18597,17788,16089,15536,14546,16262,15839
43.0,19724,19620,18745,16831,16380,16129,16978,17016
