,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
6.0/F低層1,6.0,低層,1,4122591,11357,363,399,4,NSS
16.0/F中層1,16.0,中層,1,4150542,11434,363,326,3,NSS
26.0/F高層1,26.0,高層,1,4418073,12171,363,324,3,NSS
6.0/F低層10,6.0,低層,10,4107056,10424,394,408,4,NSS
16.0/F中層10,16.0,中層,10,4258746,10809,394,412,4,NSS
26.0/F高層10,26.0,高層,10,4307996,10934,394,368,4,NSS
6.0/F低層11,6.0,低層,11,4627908,10566,438,339,4,NSS
16.0/F中層11,16.0,中層,11,4938450,11275,438,326,3,NSS
26.0/F高層11,26.0,高層,11,4756242,10859,438,322,4,NSS
6.0/F低層12,6.0,低層,12,4154436,11836,351,390,4,NSS
16.0/F中層12,16.0,中層,12,4183920,11920,351,389,4,NSS
26.0/F高層12,26.0,高層,12,4232358,12058,351,359,4,NSS
6.0/F低層13,6.0,低層,13,4099722,11294,363,365,4,NSS
16.0/F中層13,16.0,中層,13,4080846,11242,363,385,4,NSS
26.0/F高層13,26.0,高層,13,4215882,11614,363,400,4,NSS
6.0/F低層14,6.0,低層,14,4173642,10593,394,341,3,NSS
16.0/F中層14,16.0,中層,14,4298540,10910,394,343,3,NSS
26.0/F高層14,26.0,高層,14,4442350,11275,394,324,3,NSS
6.0/F低層15,6.0,低層,15,4627908,10566,438,339,4,NSS
16.0/F中層15,16.0,中層,15,4764564,10878,438,342,4,NSS
26.0/F高層15,26.0,高層,15,4756242,10859,438,322,4,NSS
6.0/F低層16,6.0,低層,16,4003272,11844,338,399,3,NSS
16.0/F中層16,16.0,中層,16,4074928,12056,338,376,3,NSS
26.0/F高層16,26.0,高層,16,4196270,12415,338,361,3,NSS
6.0/F低層2,6.0,低層,2,4252442,10793,394,393,4,NSS
16.0/F中層2,16.0,中層,2,4296964,10906,394,333,3,NSS
26.0/F高層2,26.0,高層,2,4400192,11168,394,400,4,NSS
6.0/F低層3,6.0,低層,3,4619586,10547,438,382,4,NSS
16.0/F中層3,16.0,中層,3,4725582,10789,438,378,4,NSS
26.0/F高層3,26.0,高層,3,4804422,10969,438,343,4,NSS
6.0/F低層4,6.0,低層,4,3786588,10788,351,402,3,NSS
16.0/F中層4,16.0,中層,4,4203927,11977,351,349,3,NSS
26.0/F高層4,26.0,高層,4,4217967,12017,351,403,4,NSS
6.0/F低層5,6.0,低層,5,4300098,11846,363,347,3,NSS
16.0/F中層5,16.0,中層,5,4385403,12081,363,395,4,NSS
26.0/F高層5,26.0,高層,5,4342569,11963,363,361,4,NSS
6.0/F低層6,6.0,低層,6,4031802,10233,394,375,3,NSS
16.0/F中層6,16.0,中層,6,4175218,10597,394,369,3,NSS
26.0/F高層6,26.0,高層,6,4318634,10961,394,327,3,NSS
6.0/F低層7,6.0,低層,7,4528482,10339,438,377,4,NSS
16.0/F中層7,16.0,中層,7,4660320,10640,438,384,4,NSS
26.0/F高層7,26.0,高層,7,4870122,11119,438,376,3,NSS
6.0/F低層8,6.0,低層,8,3755180,11110,338,356,3,NSS
16.0/F中層8,16.0,中層,8,3878888,11476,338,365,3,NSS
26.0/F高層8,26.0,高層,8,4009356,11862,338,323,3,NSS
6.0/F低層9,6.0,低層,9,4129488,11376,363,354,4,NSS
16.0/F中層9,16.0,中層,9,4105893,11311,363,364,4,NSS
26.0/F高層9,26.0,高層,9,4215156,11612,363,342,4,NSS
