,A,B,C,D,E,F,G
9.0,9306462,7890871,7467493,7807614,7659600,4979590,5218272
18.0,9925679,8139992,7845264,8222535,8001774,5141422,5426480
26.0,10153969,8607984,8236392,8442900,8378316,5379946,5539000
