,1,11,12,16,17,18,2,20,22,23,24,3,4,5,6,9
9.0,2477643,2477262,3327590,2510028,2479167,2499360,2477643,3336900,2463927,2477643,2477643,2477643,3330530,3330530,2471547,2477643
20.0,2615946,2613660,3442250,2621280,2587371,2630424,2615946,3450090,2598039,2615946,2615946,2615946,3439310,3439310,2579370,2615946
29.0,2711577,2709291,3567200,2717292,2682240,2725293,2711577,3574060,2694051,2711577,2711577,2711577,3562790,3562790,2674620,2711577
