,A,AB,B,C,D,DJ,E,F,G,H,J
22.0,15461215,64855600,9910475,15577615,8540208,19943406,12219548,10073880,12116475,10489688,12739155
68.0,,,,,,,,,,,
102.0,,,,,,,,,,,
