,A,B,C,D,E,F,G,H,J,K
7.0,4056612,3973228,3973228,4031916,3053672,3377088,3954090,3949530,3329352,3053672
18.0,4279464,4191348,4191348,4252416,3223786,3563352,4171260,4166130,3510936,3223786
29.0,4484088,4392248,4392248,4455864,3380911,3735108,4373040,4366200,3681288,3380911
