,1,2,3,5,6,7,8
8.0,4115800,4106050,3643706,4115800,4108650,3622960,3657368
20.0,4369950,4341350,3520242,4362150,4327700,3804108,3783868
32.0,4543500,4571450,3994364,4544800,4561700,3981714,3960968
