,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
3.0/F低層A,3.0,低層,A,7164248,10598,676,352,3,NSS
6.0/F中層A,6.0,中層,A,7262944,10744,676,388,3,NSS
10.0/F高層A,10.0,高層,A,7344064,10864,676,336,3,NSS
3.0/F低層B,3.0,低層,B,4475512,11716,382,334,3,NSS
6.0/F中層B,6.0,中層,B,4523644,11842,382,331,3,NSS
10.0/F高層B,10.0,高層,B,4587438,12009,382,324,3,NSS
3.0/F低層C,3.0,低層,C,4443806,11633,382,253,3,NSS
6.0/F中層C,6.0,中層,C,4491938,11759,382,250,3,NSS
10.0/F高層C,10.0,高層,C,4555732,11926,382,244,3,NSS
3.0/F低層D,3.0,低層,D,6943883,10537,659,366,5,NSS
6.0/F中層D,6.0,中層,D,7071070,10730,659,304,4,NSS
10.0/F高層D,10.0,高層,D,7119177,10803,659,358,5,NSS
3.0/F低層E,3.0,低層,E,6998580,10620,659,354,5,NSS
6.0/F中層E,6.0,中層,E,7073047,10733,659,352,5,NSS
10.0/F高層E,10.0,高層,E,7190349,10911,659,369,4,NSS
3.0/F低層F,3.0,低層,F,4493466,11763,382,335,4,NSS
6.0/F中層F,6.0,中層,F,4544272,11896,382,336,4,NSS
10.0/F高層F,10.0,高層,F,4610740,12070,382,333,4,NSS
3.0/F低層G,3.0,低層,G,4491174,11757,382,390,4,NSS
6.0/F中層G,6.0,中層,G,4537014,11877,382,381,4,NSS
10.0/F高層G,10.0,高層,G,4598134,12037,382,367,4,NSS
3.0/F低層H,3.0,低層,H,7097324,10499,676,301,4,NSS
6.0/F中層H,6.0,中層,H,7230496,10696,676,354,5,NSS
10.0/F高層H,10.0,高層,H,7333924,10849,676,340,5,NSS
