,A,B,C,D,E,F,G,H,J,K
7.0,4948345,4764500,4531020,4812400,5463675,5225700,4614990,4568070,5225700,5158755
14.0,5208840,4890860,4543240,4910185,5723865,4333950,4835820,5687640,5474700,5388705
20.0,5408385,4588270,4226020,5089060,5944050,6459090,5023755,5906250,5685600,5598180
