,1,2,3,4,5,6,7,8
7.0,11946,12310,12522,12253,12296,12356,12570,12229
18.0,13043,13078,13060,13301,13217,13325,13210,12957
29.0,11732,13735,13715,13973,13988,13504,13974,12177
