,subjFloor,floorLv,unitNo,price,npsf,nfa
4.0/F低層A,4.0,低層,A,4672590,11981,390
7.0/F中層A,7.0,中層,A,4762680,12212,390
10.0/F高層A,10.0,高層,A,4852770,12443,390
4.0/F低層B,4.0,低層,B,4349800,12428,350
7.0/F中層B,7.0,中層,B,4648350,13281,350
10.0/F高層B,10.0,高層,B,4736550,13533,350
4.0/F低層C,4.0,低層,C,4372550,12493,350
7.0/F中層C,7.0,中層,C,4647650,13279,350
10.0/F高層C,10.0,高層,C,4735850,13531,350
4.0/F低層D,4.0,低層,D,4933920,12984,380
7.0/F中層D,7.0,中層,D,5035380,13251,380
10.0/F高層D,10.0,高層,D,5130000,13500,380
4.0/F低層E,4.0,低層,E,4759950,12205,390
7.0/F中層E,7.0,中層,E,4853160,12444,390
10.0/F高層E,10.0,高層,E,4944810,12679,390
4.0/F低層F,4.0,低層,F,4396700,12562,350
7.0/F中層F,7.0,中層,F,4684750,13385,350
10.0/F高層F,10.0,高層,F,4770850,13631,350
4.0/F低層G,4.0,低層,G,4458650,12739,350
7.0/F中層G,7.0,中層,G,4668650,13339,350
10.0/F高層G,10.0,高層,G,4757550,13593,350
4.0/F低層H,4.0,低層,H,4759950,12205,390
7.0/F中層H,7.0,中層,H,4853160,12444,390
10.0/F高層H,10.0,高層,H,4944810,12679,390
