,1,10,13,14,15,16,17,18,19,20,21,22,23,24,26,27,29,31,33,34,6,7,8
2.0,214,,417,214,214,417,421,421,417,214,214,417,421,421,421,421,,,417,214,,421,421
4.0,214,,417,214,214,417,421,421,417,214,214,417,421,421,421,421,,,417,214,,421,421
6.0,214,,417,214,214,417,421,421,417,214,214,417,421,421,421,421,,,417,214,,421,421
