,1,10,2,3,4,5,6,7,8,9
7.0,14278,12939,14290,13798,11074,13844,13798,14278,13683,11074
18.0,15204,12575,15167,14690,11729,14721,14690,15204,14571,15539
29.0,16151,15586,16171,11450,16502,15605,15586,16151,15462,16502
