,A,B,C,D,E,F,G,H,J,K
7.0,7082688,7008096,7205232,7037104,5178896,5829296,7037104,7037104,5829296,5165535
18.0,7524912,7429600,7627920,7467488,5477579,6168580,7467488,7467488,6168580,5456891
29.0,7982528,7862352,8050016,7915632,5785313,6518996,7915632,7915632,6518996,5756436
