,A,B,C,D,E,F,G,H,I,J,K,L
6.0,3201444,4554920,3925028,3895478,4814316,2968504,3121248,4802652,4061352,3925028,4666668,3088776
12.0,3288036,4650140,4011708,3982552,4846392,3050488,3194936,4919778,4154336,4011708,4776411,3175614
18.0,3161346,4765600,4120058,4080658,4928040,3132472,3275700,5450976,4253230,4120058,4901226,3262206
