,A,B,C,D,E,F,G,H
6.0,12508,13404,12465,11794,12527,12720,12236,13177
12.0,12705,13837,12901,13241,13055,13144,12795,13652
17.0,13280,14211,13319,13257,13403,13906,13167,13989
