,1,2,3,4,5,6,7,8
6.0,11275,10181,11290,11202,11301,11351,11394,10419
14.0,11897,10952,11538,11416,11732,11792,11865,10757
23.0,12565,11531,12075,12009,12196,12646,12310,11238
