,A,B,C,D,E,F,G,H
7.0,14748,15190,15143,15172,14841,15009,15312,15250
14.0,15422,15986,15927,15956,15629,16101,16101,16033
21.0,16052,16201,16128,16079,15999,16389,16389,16249
