,A,B,C,D,E,F,G
8.0,12840930,12196392,12749185,11719488,8253936,,13011760
15.0,13602330,12919624,13452545,12414384,8743620,,13783380
20.0,14145840,13436440,13972215,12910632,9093468,,14334420
