,1,2,3,4,5,6,7,8
13.0,10391,10599,10190,10389,10592,10365,10842,10354
22.0,10507,10919,10934,10550,10594,10908,11181,10468
30.0,11130,11021,11240,10848,11389,11005,11355,11089
