,A,B,C,D,E,F,G,H,J,K
7.0,6675984,6789999,6802080,6693423,4835389,5426124,6802080,6802080,5405630,4844009
18.0,6997440,7131597,7144256,7029814,5083645,5699100,7144256,7144256,5677478,5084938
28.0,7267392,7427688,7440848,7321897,5303886,5937228,7440848,7440848,5915104,5299145
