,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,3,4,5,6,7,8,9
7.0,10716,10835,11082,10874,10874,11082,11049,11317,11362,11100,11082,11082,10918,10494,11082,11082,10846,11082,10708,11067,11098,10909,10886,10886
18.0,11299,11443,11688,11489,11489,11688,11688,12049,11804,11696,11688,11688,11537,11489,11688,11432,11613,11688,11311,11674,11450,11489,11501,11501
28.0,12026,12357,12357,12193,12193,12357,12357,12766,12426,12472,12357,12357,12227,12193,12357,12197,12297,12357,11981,12343,12218,12149,12207,12207
