,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
6.0/F低層1,6.0,低層,1,10433381,16747,623,374,4,HQB
16.0/F中層1,16.0,中層,1,10703140,17180,623,376,4,HQB
25.0/F高層1,25.0,高層,1,11763486,18882,623,349,4,HQB
6.0/F低層10,6.0,低層,10,7889760,16437,480,371,4,HQB
16.0/F中層10,16.0,中層,10,8694720,18114,480,362,4,HQB
25.0/F高層10,25.0,高層,10,9138720,19039,480,329,4,HQB
6.0/F低層11,6.0,低層,11,7716000,16075,480,330,3,HQB
16.0/F中層11,16.0,中層,11,8146560,16972,480,405,4,HQB
25.0/F高層11,25.0,高層,11,8563680,17841,480,367,4,HQB
6.0/F低層12,6.0,低層,12,10191034,16358,623,371,4,HQB
16.0/F中層12,16.0,中層,12,10439611,16757,623,355,4,HQB
25.0/F高層12,25.0,高層,12,11346699,18213,623,336,4,HQB
6.0/F低層13,6.0,低層,13,10282615,16505,623,353,4,HQB
16.0/F中層13,16.0,中層,13,10351768,16616,623,350,4,HQB
25.0/F高層13,25.0,高層,13,11346699,18213,623,336,4,HQB
6.0/F低層14,6.0,低層,14,7378560,15372,480,386,4,HQB
16.0/F中層14,16.0,中層,14,7675680,15991,480,396,4,HQB
25.0/F高層14,25.0,高層,14,8028000,16725,480,357,4,HQB
6.0/F低層15,6.0,低層,15,8128800,16935,480,345,3,HQB
16.0/F中層15,16.0,中層,15,8760000,18250,480,389,4,HQB
25.0/F高層15,25.0,高層,15,9188640,19143,480,349,4,HQB
6.0/F低層16,6.0,低層,16,10323733,16571,623,401,4,HQB
16.0/F中層16,16.0,中層,16,10441480,16760,623,393,4,HQB
25.0/F高層16,25.0,高層,16,11727352,18824,623,370,4,HQB
6.0/F低層2,6.0,低層,2,8059680,16791,480,401,3,HQB
16.0/F中層2,16.0,中層,2,8354400,17405,480,363,3,HQB
25.0/F高層2,25.0,高層,2,8737920,18204,480,334,3,HQB
6.0/F低層3,6.0,低層,3,7889760,16437,480,371,4,HQB
16.0/F中層3,16.0,中層,3,8020800,16710,480,367,4,HQB
25.0/F高層3,25.0,高層,3,8226240,17138,480,346,3,HQB
6.0/F低層4,6.0,低層,4,9913799,15913,623,392,4,HQB
16.0/F中層4,16.0,中層,4,10784753,17311,623,385,4,HQB
25.0/F高層4,25.0,高層,4,11428312,18344,623,380,4,HQB
6.0/F低層5,6.0,低層,5,10267040,16480,623,396,4,HQB
16.0/F中層5,16.0,中層,5,10389148,16676,623,396,4,HQB
25.0/F高層5,25.0,高層,5,11326763,18181,623,377,4,HQB
6.0/F低層6,6.0,低層,6,7827840,16308,480,361,3,HQB
16.0/F中層6,16.0,中層,6,8051040,16773,480,331,3,HQB
25.0/F高層6,25.0,高層,6,8530080,17771,480,396,4,HQB
6.0/F低層7,6.0,低層,7,8463360,17632,480,405,3,HQB
16.0/F中層7,16.0,中層,7,8918400,18580,480,408,3,HQB
25.0/F高層7,25.0,高層,7,9320160,19417,480,367,3,HQB
6.0/F低層8,6.0,低層,8,10562342,16954,623,369,4,HQB
16.0/F中層8,16.0,中層,8,10712485,17195,623,379,4,HQB
25.0/F高層8,25.0,高層,8,11893070,19090,623,343,4,HQB
6.0/F低層9,6.0,低層,9,9634072,15464,623,360,3,HQB
16.0/F中層9,16.0,中層,9,10299436,16532,623,397,3,HQB
25.0/F高層9,25.0,高層,9,10852660,17420,623,373,3,HQB
