,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,28,29,31,32,33,34,4,5,6,7,8,9
2.0,2595178,3395752,4322205,3921856,3921856,3923515,3923515,4210000,4210000,4191684,4191684,3395752,3395752,4191684,3921856,3851372,3923515,3923515,3213493,4210000,4210000,4187266,4191684,3160994,4210000,3923515,3923515,4210000,4215473,4191684
5.0,2984872,3820542,3668349,4016010,4016010,4017848,4017848,3685013,3685013,3668349,3668349,2958978,3820542,3668349,4016010,4044414,4017848,4017848,3673646,3685013,3685013,4716042,3668349,3518374,3685013,4017848,4017848,3685013,4764457,3668349
8.0,3374566,4245332,4139559,4542536,4542536,4544848,4544848,4158217,4158217,4139559,4139559,3362796,4245332,4139559,4542536,4591980,4544848,4544848,4143482,4158217,4158217,4713516,4139559,3973980,4158217,4544848,4544848,4158217,5312599,4139559
