,1,2,3,4,5,7,8
2.0,3211600,3599968,3451350,3211560,3805808,3463240,3645675
3.0,3582608,3598976,3460850,3204520,3989328,3475560,3560535
4.0,3594016,3610384,3472250,3230920,3827632,3518680,3656070
