,1,13,14,17,18,19,20,23,25,27,28,30,31,33,5
7.0,294,286,286,292,286,286,292,286,586,292,291,294,294,292,586
18.0,294,286,286,292,286,286,292,286,586,292,291,294,294,292,586
29.0,294,286,286,292,286,286,294,286,586,292,291,294,294,292,586
