,10,11,12,13,17,18,20,22,23,3,5,6,7,8
7.0,443,443,529,447,485,443,489,443,443,443,489,443,443,485
19.0,443,443,531,447,485,443,489,443,443,443,489,443,443,485
29.0,443,443,531,447,485,443,489,443,443,443,489,443,443,485
