,A,B,C,D,E,F,G,H
9.0,8285790,6570345,5476317,5373251,4726458,4883189,4782326,4672452
20.0,8863084,6800215,5773047,5753722,4994514,5007229,4904230,5058214
30.0,8988018,7054215,5763627,6041570,5277900,5226957,5119567,5134404
