,A,B,C,D,E,F,G,H,J,K
6.0,11264,11186,10739,12940,12835,12677,10910,12816,10884,10820
11.0,11392,11041,11053,13099,13007,12650,11065,12991,11000,10971
16.0,11343,11149,11185,12856,13309,12756,11163,13163,11130,11557
