,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
9.0/F低層A,9.0,低層,A,10995315,17047,645,317,4,NST
16.0/F中層A,16.0,中層,A,11314590,17542,645,294,4,NST
22.0/F高層A,22.0,高層,A,11584845,17961,645,267,4,NST
9.0/F低層B,9.0,低層,B,9906690,17110,579,222,3,NST
16.0/F中層B,16.0,中層,B,10189821,17599,579,201,3,NST
22.0/F高層B,22.0,高層,B,10433580,18020,579,183,3,NST
9.0/F低層C,9.0,低層,C,9893373,17087,579,258,3,NST
16.0/F中層C,16.0,中層,C,10175925,17575,579,233,3,NST
22.0/F高層C,22.0,高層,C,10419105,17995,579,212,3,NST
9.0/F低層D,9.0,低層,D,10925655,16939,645,377,4,NST
16.0/F中層D,16.0,中層,D,11239770,17426,645,342,4,NST
22.0/F高層D,22.0,高層,D,11510025,17845,645,312,4,NST
9.0/F低層E,9.0,低層,E,10934040,16952,645,229,3,NST
16.0/F中層E,16.0,中層,E,11247510,17438,645,208,3,NST
22.0/F高層E,22.0,高層,E,11516475,17855,645,190,3,NST
9.0/F低層F,9.0,低層,F,10980360,16945,648,229,3,NST
16.0/F中層F,16.0,中層,F,11294640,17430,648,208,3,NST
22.0/F高層F,22.0,高層,F,11565504,17848,648,190,3,NST
9.0/F低層G,9.0,低層,G,11842848,18276,648,300,3,NST
16.0/F中層G,16.0,中層,G,12100104,18673,648,225,3,NST
22.0/F高層G,22.0,高層,G,12348936,19057,648,354,4,NST
9.0/F低層H,9.0,低層,H,10803750,16750,645,269,3,NST
16.0/F中層H,16.0,中層,H,11112705,17229,645,244,3,NST
22.0/F高層H,22.0,高層,H,11377800,17640,645,223,3,NST
