,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
6.0/F低層A,6.0,低層,A,5118282,12363,414,326,3,NTY
14.0/F中層A,14.0,中層,A,5359230,12945,414,397,4,NTY
23.0/F高層A,23.0,高層,A,5335632,12888,414,377,4,NTY
6.0/F低層B,6.0,低層,B,5267736,12724,414,364,4,NTY
14.0/F中層B,14.0,中層,B,5403942,13053,414,374,4,NTY
23.0/F高層B,23.0,高層,B,5236686,12649,414,366,4,NTY
6.0/F低層C,6.0,低層,C,6191990,11683,530,354,5,NTY
14.0/F中層C,14.0,中層,C,6353110,11987,530,362,5,NTY
23.0/F高層C,23.0,高層,C,6268310,11827,530,356,5,NTY
6.0/F低層D,6.0,低層,D,6266720,11824,530,327,4,NTY
14.0/F中層D,14.0,中層,D,6283680,11856,530,326,4,NTY
23.0/F高層D,23.0,高層,D,6390740,12058,530,308,4,NTY
6.0/F低層E,6.0,低層,E,5327352,12868,414,341,3,NTY
14.0/F中層E,14.0,中層,E,5470596,13214,414,334,3,NTY
23.0/F高層E,23.0,高層,E,5538906,13379,414,404,4,NTY
6.0/F低層F,6.0,低層,F,4983440,11326,440,332,3,NTY
14.0/F中層F,14.0,中層,F,5224120,11873,440,378,4,NTY
23.0/F高層F,23.0,高層,F,5389120,12248,440,377,4,NTY
6.0/F低層G,6.0,低層,G,5483660,11921,460,378,4,NTY
14.0/F中層G,14.0,中層,G,5506200,11970,460,375,4,NTY
23.0/F高層G,23.0,高層,G,5706300,12405,460,354,4,NTY
6.0/F低層H,6.0,低層,H,5498840,11954,460,349,4,NTY
14.0/F中層H,14.0,中層,H,5687440,12364,460,365,4,NTY
23.0/F高層H,23.0,高層,H,5610620,12197,460,358,4,NTY
