,1,2,3,4,5,6,7,8
8.0,7159,7011,7845,7960,7579,7117,7869,7315
21.0,7615,7537,8322,8383,8075,7654,8281,7842
34.0,7776,7694,8723,8783,7850,7549,8719,8570
