,1,10,2,3,4,5,6,7,8,9
6.0,4786158,3536830,4816903,3674396,5522300,3556773,4816903,4748146,3549854,5529585
18.0,5056155,3601950,5079633,3849813,5823692,3568983,5079633,5008081,3610090,5867565
29.0,5093608,3756610,5089136,3746028,6096748,3652825,5089136,5051683,3762715,6124275
