,104,113,115,16,25,36,45,53,55,61,66,74,76,82,83,84,92,93,95,96
3.0,10300022,10300022,9897840,10408719,9897840,9897840,9897840,10799418,10191549,10486930,9897840,10300022,10408719,9897840,10462544,10799418,10362000,10799418,10191549,10408719
6.0,10564106,10564106,10151280,10675281,10151280,10151280,10151280,11075608,10452416,10755262,10151280,10564106,10675281,10151280,10730954,11075608,10627500,11075608,10452416,10675281
9.0,10827444,10827444,10404720,10941843,10404720,10404720,10404720,11352576,10713283,11023594,10404720,10827444,10941843,10404720,10993140,11352576,9895500,11352576,10713283,10941843
