,1,10,11,12,2,3,4,5,6,7,8,9
4.0,4303530,3979625,3979625,5030725,3979625,3331935,3412020,4047225,4174500,5030725,3988725,3972800
8.0,4257300,4079075,4079075,5155675,4079075,3424845,3496950,4079075,4279380,5155675,4088175,4072575
11.0,4334925,4152850,4095000,5247475,4152850,3493245,3559365,4152850,4357005,5247475,4173325,4146675
