,A,B,C,D,E,F,G
14.0,12083688,9184880,8128059,8173731,8366144,13193334,8004906
30.0,14493150,10516288,8965206,9457737,8656224,14501256,9130545
47.0,14390982,11153872,9891153,9851658,9557840,15758904,10354467
