,10,11,12,13,14,15,16,2,3,5,6,7,8,9
7.0,5973,6158,6634,6407,6782,6718,6114,6257,6292,6504,7381,6763,6123,6075
20.0,6332,6373,6925,6812,7118,7048,5363,6657,6066,6911,6953,7153,6237,6354
33.0,6592,6722,7040,7028,7476,7288,6749,6830,6552,6909,7076,7451,6440,6714
