,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,3,4,5,6,7,8,9
3.0,11631,12557,12557,12557,12542,12557,12626,10172,9941,10194,10117,12404,9760,10129,12694,10194,10194,12608,12626,11404,12557,12557,12557,12557
6.0,11924,12867,12867,12867,12846,12867,12937,10439,10192,10464,10387,12711,10016,10075,13008,12782,10464,12920,12937,11499,12867,12867,12867,12867
9.0,11402,13179,13179,13179,13163,13179,13251,10709,10438,13093,13093,13028,10679,13093,13184,13093,13261,13255,13251,13179,13179,13179,13179,13179
