,A,B,C,D,E,F,G,H,J,K
6.0,14763,16606,15738,13130,14540,14270,14747,14096,14687,15866
16.0,14965,16673,16445,13894,14875,14814,15442,14773,15417,16382
23.0,15547,18630,16938,14471,15310,14910,15342,14991,15515,16457
