,1,2,3,4,5,6,7,8
8.0,11895,11931,11714,11108,11833,12175,11931,11751
18.0,12500,12418,12285,12273,12319,12778,12418,12320
29.0,12669,12544,12172,12728,12775,12912,12544,12788
