,A,B,C,D,E,F,G
8.0,9554850,6966583,7089500,7158824,7557830,9395815,9721440
18.0,9943470,7002572,7251000,7275453,7573990,9734725,10146366
27.0,10253295,7190405,7794500,7586638,7513390,10260965,10544976
