,12,13,16,19,2,22,25,26,27,29,3,4,8
5.0,2546838,3086592,2952576,3345955,3337864,2916852,3535470,2998318,3039240,3011712,3259080,3523036,3020160
13.0,2578695,3131520,3070080,3523955,3511804,3003156,3725378,3120558,3112524,3136332,3344000,3717120,3165696
21.0,2616005,3197952,3018624,3525290,3524738,3044448,3741766,3036900,3190272,3106572,3421440,3796496,3073920
