,subjFloor,floorLv,unitNo,price,npsf,nfa
6.0/F低層A,6.0,低層,A,9079840,18760,484
16.0/F中層A,16.0,中層,A,9782694,20129,486
23.0/F高層A,23.0,高層,A,9745272,20052,486
6.0/F低層B,6.0,低層,B,7010625,18695,375
16.0/F中層B,16.0,中層,B,6971743,18691,373
23.0/F高層B,23.0,高層,B,7160108,19196,373
6.0/F低層C,6.0,低層,C,6630000,17680,375
16.0/F中層C,16.0,中層,C,7275375,19401,375
23.0/F高層C,23.0,高層,C,7296375,19457,375
6.0/F低層D,6.0,低層,D,7182375,19153,375
16.0/F中層D,16.0,中層,D,7479750,19946,375
23.0/F高層D,23.0,高層,D,7293375,19449,375
6.0/F低層E,6.0,低層,E,6994875,18653,375
16.0/F中層E,16.0,中層,E,7376821,19777,373
23.0/F高層E,23.0,高層,E,7418597,19889,373
6.0/F低層F,6.0,低層,F,9036280,18670,484
16.0/F中層F,16.0,中層,F,9667924,19852,487
23.0/F高層F,23.0,高層,F,9696170,19910,487
6.0/F低層G,6.0,低層,G,5248600,18745,280
16.0/F中層G,16.0,中層,G,5405680,19306,280
23.0/F高層G,23.0,高層,G,5582640,19938,280
6.0/F低層H,6.0,低層,H,4909488,17788,276
16.0/F中層H,16.0,中層,H,5083644,18419,276
23.0/F高層H,23.0,高層,H,5314656,19256,276
6.0/F低層J,6.0,低層,J,4892376,17726,276
16.0/F中層J,16.0,中層,J,5223852,18927,276
23.0/F高層J,23.0,高層,J,5272152,19102,276
6.0/F低層K,6.0,低層,K,5121200,18290,280
16.0/F中層K,16.0,中層,K,5593560,19977,280
23.0/F高層K,23.0,高層,K,5623520,20084,280
