,A,B,C,D,E,F,G,H,J,K,L,M
3.0,4107948,4042940,4278920,6033840,5031026,5601728,5601728,4801860,4754220,3616981,3695468,3862536
6.0,4186624,4360800,4360800,6149160,5126968,5708600,5708600,4893530,4845000,3686359,3766138,3938016
10.0,4291378,4360688,4133478,6302920,5235213,5851680,4971542,5016100,4966380,3814863,3860492,4037568
