,A,B,C,D,E,F,G,H
9.0,6429812,10211124,5960708,6260541,6187962,10661066,9719564,6560840
18.0,6972114,11019646,6447348,6792060,6678660,11563770,10476484,7118716
26.0,7253948,11565807,6854328,6972184,7526711,12369200,11189716,7720922
