,A,B,C,D,E,F,G,H,J,K
6.0,6621520,6182112,5062957,6364440,6752944,6726304,5476737,5124590,5373147,6648752
16.0,6539232,6324680,5206911,6478608,6973168,6912784,5596521,5275009,5657553,6773072
25.0,6718608,6638784,5427152,6701832,7090976,7004544,5791653,5503439,5860890,7006912
