,A,B,C,D,E,F,G,H,J,K
8.0,9379,8988,9345,9375,9816,9457,8978,9290,9193,9885
20.0,9755,9529,9734,9841,10140,10252,9341,10261,9746,10255
33.0,10384,10124,10490,10658,10477,10703,10030,10753,10083,10636
