,A,B,C,D,E,F,G,H
7.0,17372,14945,17308,16963,16898,16442,17363,15345
18.0,18221,17552,18989,18151,18243,17768,18199,17020
30.0,20672,21281,21024,19584,19343,19063,19350,20394
