,1,10,11,12,13,14,15,19,20,21,22,3,4,5,7,8,9
11.0,381,443,443,531,447,443,443,443,489,489,443,443,489,489,443,485,485
21.0,381,443,443,531,447,443,443,443,489,489,443,443,489,489,443,485,485
30.0,381,443,443,531,447,443,443,443,489,489,443,443,489,489,443,485,485
