,10,15,16,17,19,2,20,24,3,4,6,7,8,9
8.0,2566742,2943292,2841615,2841615,2599081,2602182,2860161,2283714,2624775,2852826,2671733,2710717,2870715,2841615
19.0,2716476,2688124,2967230,2967230,2682808,2677492,2986812,2412111,2683694,2982900,2748372,2841845,2997785,2967230
30.0,2866653,2883487,3159775,3159775,2883930,2886145,3180456,2595753,2876399,3123732,2908295,3046511,3201970,3159775
