,A,B,C,D,E,F,G,H,J,K
15.0,14928,14658,15509,14531,14986,15729,15308,15094,14713,15714
28.0,15653,15963,15412,15716,15399,16415,16120,15727,15613,16704
42.0,16429,16919,16043,15881,16080,17633,17139,16527,16480,17578
