,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
2.0/F低層B,2.0,低層,B,16495990,20881,790,180,2,KSKM
2.0/F中層B,2.0,中層,B,16495990,20881,790,180,2,KSKM
3.0/F高層B,3.0,高層,B,16759850,21215,790,240,2,KSKM
2.0/F低層C,2.0,低層,C,17957432,21793,824,93,1,KSKM
2.0/F中層C,2.0,中層,C,17957432,21793,824,93,1,KSKM
3.0/F高層C,3.0,高層,C,18485616,22434,824,92,1,KSKM
2.0/F低層D,2.0,低層,D,17337340,21946,790,91,1,KSKM
2.0/F中層D,2.0,中層,D,17337340,21946,790,91,1,KSKM
3.0/F高層D,3.0,高層,D,17847680,22592,790,90,1,KSKM
2.0/F低層E,2.0,低層,E,17337340,21946,790,91,1,KSKM
2.0/F中層E,2.0,中層,E,17337340,21946,790,91,1,KSKM
3.0/F高層E,3.0,高層,E,17847680,22592,790,90,1,KSKM
2.0/F低層F,2.0,低層,F,17885020,21811,820,150,1,KSKM
2.0/F中層F,2.0,中層,F,17885020,21811,820,150,1,KSKM
3.0/F高層F,3.0,高層,F,18411460,22453,820,139,1,KSKM
