,subjFloor,floorLv,unitNo,price,npsf,nfa
10.0/F低層A,10.0,低層,A,8495156,13724,619
22.0/F中層A,22.0,中層,A,11025378,14859,742
36.0/F高層A,36.0,高層,A,9242289,14931,619
10.0/F低層B,10.0,低層,B,7264696,13066,556
22.0/F中層B,22.0,中層,B,7517120,13520,556
36.0/F高層B,36.0,高層,B,7901872,14212,556
10.0/F低層C,10.0,低層,C,7335790,13610,539
22.0/F中層C,22.0,中層,C,7686140,14260,539
36.0/F高層C,36.0,高層,C,8223523,15257,539
10.0/F低層D,10.0,低層,D,7008078,13002,539
22.0/F中層D,22.0,中層,D,7240926,13434,539
36.0/F高層D,36.0,高層,D,7629006,14154,539
10.0/F低層E,10.0,低層,E,7593292,13657,556
22.0/F中層E,22.0,中層,E,7856280,14130,556
36.0/F高層E,36.0,高層,E,6998372,12587,556
10.0/F低層F,10.0,低層,F,8509393,13747,619
22.0/F中層F,22.0,中層,F,11088448,14944,742
36.0/F高層F,36.0,高層,F,7823541,12639,619
