,1,10,11,12,13,14,16,18,19,2,20,21,22,23,3,4,5,6,7,9
7.0,381,442,443,533,445,443,485,443,443,443,489,489,443,443,443,489,489,443,443,485
18.0,381,442,443,533,449,443,485,443,443,443,489,489,443,443,443,489,489,443,443,485
29.0,381,442,443,533,449,443,485,443,443,443,489,489,443,443,443,489,489,443,443,485
