,1,2,3,5,6,7,8,9
11.0,14257,14139,14329,13791,12859,12606,14059,12930
22.0,14785,14645,14569,14133,13315,13379,13875,13388
35.0,15413,15137,14977,14795,14454,13882,14395,13455
