,A,B,C,D,E,F,G,H,J,K
6.0,6669080,6573446,6203382,6147372,6664266,6442660,6488202,6488020,6181189,6170766
16.0,6771292,6708042,6145851,6222678,6465284,6717312,6498806,6484148,6453048,6114141
25.0,6996968,6806206,6350607,6302604,6525864,6481692,6644370,6584336,6679680,6322068
