,11,12,15,16,17,18,19,20,21,22,23,25
16.0,25711560,19652460,27915648,25996761,19219260,26603964,26635344,19660440,27634376,21307200,19943160,18975405
28.0,28536480,22959600,30692778,28788012,20872260,30171870,27055836,21159540,30467738,20963274,22060140,21188985
51.0,32274312,24906720,30262872,32343366,26198340,34598019,32341797,22633560,31086300,23033778,22784040,24823380
